,OCV,Cap (mAh/g),deltaH (kJ/mol),deltaS (J/mol/K)
112,0.09541,1381.5696993361967,-2275.377611989,23.256
113,0.094362,1393.9086294416243,-2347.398983109799,22.675
114,0.09370899999999999,1406.2280359234674,-1964.640060726098,23.747999999999998
115,0.09323200000000001,1418.566966028895,-1760.6765569327986,24.278000000000002
116,0.09283100000000001,1430.9058961343226,-1434.7139384399004,25.242
117,0.09243900000000001,1443.2448262397502,-1252.9576879430983,25.725
118,0.09202,1455.5837563451778,-1266.4683334579995,25.544
119,0.09152,1467.9226864506052,-1714.6936670079995,23.878
120,0.090887,1480.2420929324485,-2380.1424512822996,21.44
121,0.09005600000000001,1492.5810230378759,-3199.9231396424007,18.419999999999998
122,0.088966,1504.9199531433035,-3933.0281267814,15.607
123,0.087591,1517.258883248731,-4359.706794043898,13.729999999999999
124,0.085949,1529.5978133541587,-4354.449877422098,13.216000000000001
125,0.084137,1541.9172198360018,-4391.496454207299,12.505
126,0.082107,1554.2561499414292,-4230.4972284203,12.388
127,0.07986499999999999,1566.595080046857,-4024.0111120584993,12.355
128,0.077407,1578.9340101522844,-3685.828163790299,12.694
129,0.07474099999999999,1591.2729402577118,-3473.596266278899,12.543000000000001
130,0.07189100000000001,1603.6118703631394,-3259.4050675139006,12.338999999999999
131,0.068867,1615.9312768449824,-2968.8254208243,12.335
132,0.06571,1628.27020695041,-2753.6212248590004,12.035
133,0.062501,1640.6091370558377,-2540.2537915829002,11.712
134,0.059268,1652.9480671612653,-2423.2087103172,11.058
135,0.056069,1665.2869972666929,-2197.3961303701,10.78
136,0.052973,1677.6259273721205,-2140.8025397117,9.967500000000001
