,Charge/Discharge [mAh],OCV [V]   ,OCV Predicted [V],Bestfit Entropy [J mol-1 K-1],Bestfit Entropy_Upper [J mol-1 K-1],Bestfit Entropy_Lower [J mol-1 K-1],Bestfit Method,Bestfit Enthalpy [J mol-1],Raw Entropy [J mol-1 K-1],Raw Entropy Error [J mol-1 K-1],M1 Entropy [J mol-1 K-1],M1 Entropy_Upper [J mol-1 K-1],M1 Entropy_Lower [J mol-1 K-1],M2 Entropy [J mol-1 K-1],M2 Entropy_Upper [J mol-1 K-1],M2 Entropy_Lower [J mol-1 K-1],M3 Entropy [J mol-1 K-1],M3 Entropy_Upper [J mol-1 K-1],M3 Entropy_Lower [J mol-1 K-1],M4 Entropy [J mol-1 K-1],M4 Entropy_Upper [J mol-1 K-1],M4 Entropy_Lower [J mol-1 K-1],SOC,M1 Enthalpy [J mol-1]
97,5.8679,0.0001334,0.00070023,-0.012912,0.0037543,0.0037543,3,-16.752,-0.041991,0.055428,0.0070242,0.0046282,0.0046282,-0.004637,0.010711,0.010711,-0.012912,0.0037543,0.0037543,-0.0047045,0.001228,0.001228,0.6466646829988649,-10.777931808859998
98,5.9284,0.00013286,0.00068978,-0.013936,0.0033628,0.0033628,3,-17.007,-0.046239,0.057489,0.0063424,0.0055771,0.0055771,-0.0055537,0.010528,0.010528,-0.013936,0.0033628,0.0033628,-0.0057296,0.00062289,0.00062289,0.6533320108881322,-10.929006129093999
99,5.9889,0.0001324,0.00073576,-0.014557,0.0034822,0.0034822,3,-17.149,-0.048967,0.062473,0.0063284,0.0066025,0.0066025,-0.0057115,0.010703,0.010703,-0.014557,0.0034822,0.0034822,-0.0061078,4.2328e-05,4.2328e-05,0.6599993387773995,-10.888794875959999
100,6.0494,0.000132,0.00085248,-0.014973,0.0038381,0.0038381,3,-17.237,-0.053032,0.06935,0.0066929,0.0076071,0.0076071,-0.0051735,0.011282,0.011282,-0.014973,0.0038381,0.0038381,-0.0059933,0.00032383,0.00032383,0.6666666666666667,-10.741579742799999
101,6.1099,0.00013164,0.0010194,-0.014832,0.0041366,0.0041366,3,-17.16,-0.056265,0.075916,0.0069909,0.008471,0.008471,-0.0041543,0.011712,0.011712,-0.014832,0.0041366,0.0041366,-0.0054835,0.00065498,0.00065498,0.6733339945559339,-10.618041022956
102,6.1703,0.00013126,0.001279,-0.014551,0.004195,0.004195,3,-17.04,-0.064094,0.084679,0.0074016,0.0094083,0.0094083,-0.0023376,0.012614,0.012614,-0.014551,0.004195,0.004195,-0.0045716,0.00069849,0.00069849,0.6799903020685247,-10.458987996453999
103,6.2308,0.00013086,0.0016833,-0.014108,0.0049632,0.0049632,3,-16.867,-0.066009,0.093334,0.0078337,0.010164,0.010164,-0.00058802,0.013223,0.013223,-0.014108,0.0049632,0.0049632,-0.0034916,0.00091034,0.00091034,0.686657629957792,-10.291628063293999
104,6.2913,0.00013041,0.0022464,-0.013606,0.0055105,0.0055105,3,-16.673,-0.068762,0.1028,0.0082703,0.01076,0.01076,0.0015918,0.014128,0.014128,-0.013606,0.0055105,0.0055105,-0.0021714,0.00082076,0.00082076,0.6933249578470592,-10.118102863489
105,6.3518,0.00012993,0.00013444,-0.00073811,0.00054427,0.00054427,4,-12.759,-0.0755,0.10822,0.0080981,0.010663,0.010663,0.0037596,0.014425,0.014425,-0.012642,0.0059645,0.0059645,-0.00073811,0.00054427,0.00054427,0.6999922857363264,-10.123105503696998
106,6.4123,0.00012934,0.00013428,0.0010879,0.0001909,0.0001909,4,-12.152,-0.074906,0.11798,0.0086598,0.010873,0.010873,0.0064682,0.01541,0.01541,-0.011891,0.0066939,0.0066939,0.0010879,0.0001909,0.0001909,0.7066596136255938,-9.898792557286
107,6.4728,0.00012867,0.00013402,0.0026708,0.0002262,0.0002262,4,-11.613,-0.075908,0.12521,0.0089601,0.010728,0.010728,0.0086763,0.016107,0.016107,-0.011294,0.007609,0.007609,0.0026708,0.0002262,0.0002262,0.7133269415148611,-9.744657984242998
108,6.5333,0.00012792,0.00013364,0.0044214,0.00047694,0.00047694,4,-11.014,-0.07772,0.13218,0.0095428,0.010768,0.010768,0.011081,0.016597,0.016597,-0.010747,0.0088198,0.0088198,0.0044214,0.00047694,0.00047694,0.7199942694041283,-9.498649384568001
109,6.5938,0.00012706,0.00013309,0.0063037,0.0012081,0.0012081,4,-10.366,-0.078959,0.13913,0.010883,0.010384,0.010384,0.013393,0.017799,0.017799,-0.010243,0.009955,0.009955,0.0063037,0.0012081,0.0012081,0.7266615972933955,-9.016292398273999
110,6.6543,0.00012611,0.00013248,0.0081399,0.0016425,0.0016425,4,-9.7217,-0.078026,0.14713,0.012223,0.010452,0.010452,0.015722,0.01892,0.01892,-0.0090195,0.0096545,0.0096545,0.0081399,0.0016425,0.0016425,0.7333289251826628,-8.525311332018997
111,6.7148,0.00012507,0.012217,-0.0041161,0.0051206,0.0051206,3,-13.305,-0.081483,0.1524,0.013374,0.010337,0.010337,0.018792,0.019224,0.019224,-0.0041161,0.0051206,0.0051206,0.010737,0.0018806,0.0018806,0.7399962530719301,-8.081968585802999
112,6.7753,0.0001239,0.0067074,0.0045364,0.00069539,0.00069539,3,-10.591,-0.083689,0.15958,0.013933,0.010432,0.010432,0.023323,0.018555,0.018555,0.0045364,0.00069539,0.00069539,0.01473,0.0015385,0.0015385,0.7466635809611972,-7.8024987463099995
113,6.8358,0.00012257,0.00012336,0.028434,0.013676,0.013676,2,-3.2811,-0.085406,0.16704,0.011329,0.012197,0.012197,0.028434,0.013676,0.013676,0.011684,0.00092018,0.00092018,0.018671,0.0015339,0.0015339,0.7533309088504645,-8.450165253552997
114,6.8963,0.00012118,0.00012257,0.029453,0.0049662,0.0049662,2,-2.8391,-0.086017,0.17872,0.0037573,0.015606,0.015606,0.029453,0.0049662,0.0049662,0.012636,0.007142,0.007142,0.019174,0.0075533,0.0075533,0.7599982367397318,-10.572417240821999
115,6.9568,0.00011966,0.00012204,0.024191,0.0056329,0.0056329,2,-4.2709,-0.095168,0.18694,-0.007342,0.018887,0.018887,0.024191,0.0056329,0.0056329,0.0077364,0.016057,0.016057,0.01475,0.014795,0.014795,0.766665564628999,-13.733350934813998
116,7.0173,0.000118,0.00012189,0.016783,0.014766,0.014766,2,-6.3379,-0.10011,0.19752,-0.018813,0.020146,0.020146,0.016783,0.014766,0.014766,0.0011387,0.023333,0.023333,0.0087174,0.020963,0.020963,0.7733328925182663,-16.9915432822
117,7.0778,0.00011618,0.00012232,0.010175,0.0181,0.0181,2,-8.1494,-0.094318,0.20394,-0.026753,0.015388,0.015388,0.010175,0.0181,0.0181,-0.0039269,0.02469,0.02469,0.0039927,0.021814,0.021814,0.7800002204075336,-19.182059976322
118,7.1383,0.00011413,0.00012356,0.0074855,0.012375,0.012375,2,-8.7604,-0.085534,0.20742,-0.028441,0.0028668,0.0028668,0.0074855,0.012375,0.012375,-0.0057841,0.018054,0.018054,0.0033139,0.014361,0.014361,0.7866675482968009,-19.487289043877
119,7.1987,0.00011179,0.00012535,0.011562,0.001723,0.001723,2,-7.3088,-0.075095,0.20212,-0.020765,0.012353,0.012353,0.011562,0.001723,0.001723,-0.004113,0.0090145,0.0090145,0.0090584,0.0026143,0.0026143,0.7933238558093916,-16.974065364890997
120,7.2592,0.00010896,0.00012543,0.025604,0.0035051,0.0047453,2,-2.8171,-0.043343,0.18701,-0.0023008,0.019465,0.019465,0.025604,0.0035051,0.0035051,0.0067948,0.0099217,0.0099217,0.024066,0.0032075,0.0032075,0.7999911836986588,-11.198680272784
121,7.3197,0.0001056,1.4355,0.02243,0.0083889,0.0083889,3,-3.4491,-0.015484,0.16131,0.014415,0.017985,0.017985,0.038401,0.0045353,0.0045353,0.02243,0.0083889,0.0083889,0.037114,0.0044918,0.0044918,0.8066585115879261,-5.89318115424
122,7.3802,0.00010181,0.20277,0.024375,0.0071372,0.0071372,3,-2.4997,-0.006905,0.12657,0.019684,0.013361,0.013361,0.039832,0.0068151,0.0068151,0.024375,0.0071372,0.0071372,0.037758,0.006321,0.006321,0.8133258394771934,-3.9573397425490002
123,7.4407,9.8462e-05,0.030607,0.019563,0.0071822,0.0084548,3,-3.6232,-0.004997,0.093742,0.018927,0.0078185,0.0078185,0.034415,0.0083454,0.0083454,0.019563,0.0071355,0.0071355,0.031278,0.0065152,0.0065152,0.8199931673664606,-3.8598928479997987
124,7.5012,9.5977e-05,0.0071852,0.013627,0.0071483,0.0071483,3,-5.1665,-0.0042629,0.070665,0.016537,0.0038113,0.0038113,0.026961,0.0090847,0.0090847,0.013627,0.0071483,0.0071483,0.023433,0.0057236,0.0057236,0.8266604952557278,-4.332346795743301
125,7.5617,9.4342e-05,0.0028595,0.0084569,0.0065004,0.0065004,3,-6.5604,-0.0097898,0.056135,0.014022,0.0015105,0.0015105,0.019501,0.0090384,0.0090384,0.0084569,0.0065004,0.0065004,0.016389,0.0046675,0.0046675,0.8333278231449951,-4.9240632764517995
126,7.6222,9.3248e-05,0.0016319,0.0052621,0.0060523,0.0060523,3,-7.415,-0.01193,0.047541,0.013168,9.133e-06,9.133e-06,0.014685,0.0086908,0.0086908,0.0052621,0.0060523,0.0060523,0.01219,0.0036208,0.0036208,0.8399951510342624,-5.073000322259199
127,7.6827,9.2529e-05,0.0012379,0.0033725,0.005988,0.005988,3,-7.9137,-0.014657,0.044037,0.013583,0.0010054,0.0010054,0.011683,0.0085838,0.0085838,0.0033725,0.005988,0.005988,0.0098837,0.0028672,0.0028672,0.8466624789235296,-4.879957367904099
128,7.7432,9.2041e-05,9.3594e-05,0.0087584,0.0024183,0.0024183,4,-6.2478,-0.016475,0.044565,0.0149,0.0018024,0.0018024,0.0099324,0.0089724,0.0089724,0.0020022,0.0061628,0.0061628,0.0087584,0.0024183,0.0024183,0.8533298068127969,-4.440406525448899
129,7.8037,9.168e-05,9.3343e-05,0.00825,0.010247,0.0087036,4,-6.3655,-0.020869,0.048275,0.01639,0.0027734,0.0027734,0.0090219,0.0094754,0.0094754,0.00081922,0.0063518,0.0063518,0.00825,0.0019396,0.0019396,0.8599971347020642,-3.9615553202719997
130,7.8642,9.1346e-05,9.3294e-05,0.0083475,0.0013457,0.0013457,4,-6.3034,-0.026679,0.05527,0.017814,0.0042144,0.0042144,0.0092259,0.01012,0.01012,-0.00012515,0.0064582,0.0064582,0.0083475,0.0013457,0.0013457,0.8666644625913315,-3.5049772190834005
131,7.9247,9.0946e-05,9.336e-05,0.0086265,0.00057891,0.00057891,4,-6.1809,-0.034393,0.066326,0.01864,0.0060772,0.0060772,0.010116,0.010902,0.010902,-0.00094207,0.0066234,0.0066234,0.0086265,0.00057891,0.00057891,0.8733317904805986,-3.2202350859234006
132,7.9852,9.042e-05,9.3461e-05,0.0088561,0.0001536,0.0001536,4,-6.0609,-0.043802,0.078958,0.018087,0.0078415,0.0078415,0.011412,0.011501,0.011501,-0.0014596,0.0066312,0.0066312,0.0088561,0.0001536,0.0001536,0.8799991183698659,-3.3342778008179996
133,8.0457,8.9768e-05,9.3505e-05,0.0092767,0.00070999,0.00070999,4,-5.8721,-0.0496,0.092906,0.017061,0.0093301,0.0093301,0.013026,0.012136,0.012136,-0.0017827,0.0069977,0.0069977,0.0092767,0.00070999,0.00070999,0.8866664462591332,-3.577117363767199
134,8.1062,8.9031e-05,9.3416e-05,0.0094288,0.00092344,0.00092344,4,-5.7559,-0.057695,0.10358,0.015261,0.010102,0.010102,0.014303,0.012389,0.012389,-0.0022887,0.0073443,0.0073443,0.0094288,0.00092344,0.00092344,0.8933337741484003,-4.042407673419899
135,8.1667,8.8197e-05,9.3149e-05,0.010106,0.00065043,0.00065043,4,-5.4732,-0.061702,0.11477,0.014373,0.010394,0.010394,0.015937,0.013292,0.013292,-0.0027446,0.0079666,0.0079666,0.010106,0.00065043,0.00065043,0.9000011020376677,-4.2265629057813
136,8.2271,8.7296e-05,9.2728e-05,0.010483,5.554e-05,5.554e-05,4,-5.2731,-0.064114,0.12129,0.01339,0.0098849,0.0098849,0.016754,0.014032,0.014032,-0.0030798,0.0083807,0.0083807,0.010483,5.554e-05,5.554e-05,0.9066574095502585,-4.432563620838399
137,8.2876,8.6273e-05,9.2132e-05,0.011628,0.00037524,0.00037524,4,-4.8308,-0.066919,0.12952,0.013266,0.0097943,0.0097943,0.018574,0.014771,0.014771,-0.0031205,0.009096,0.009096,0.011628,0.00037524,0.00037524,0.9133247374395257,-4.370811125281701
138,8.3481,8.5098e-05,9.1351e-05,0.012506,0.010074,0.0090051,4,-4.4542,-0.064242,0.13624,0.01304,0.0095395,0.0095395,0.01998,0.015566,0.015566,-0.0033454,0.0097364,0.0097364,0.012506,0.00087866,0.00087866,0.9199920653287931,-4.324788859124199
139,8.4086,8.3801e-05,9.043e-05,0.01347,0.0088035,0.0097213,4,-4.0365,-0.06964,0.14338,0.013011,0.0092624,0.0092624,0.021355,0.016287,0.016287,-0.0035386,0.010671,0.010671,0.01347,0.0013501,0.0013501,0.9266593932180602,-4.2082893823529
140,8.4691,8.2299e-05,8.9298e-05,0.014597,0.0017435,0.0017435,4,-3.5523,-0.069756,0.14827,0.013019,0.0089118,0.0089118,0.022849,0.0167,0.0167,-0.0030674,0.010866,0.010866,0.014597,0.0017435,0.0017435,0.9333267211073274,-4.0609844123371
141,8.5296,8.0572e-05,8.7935e-05,0.015618,0.0019864,0.0019864,4,-3.0789,-0.074703,0.1533,0.012957,0.0086665,0.0086665,0.024213,0.016904,0.016904,-0.002751,0.01125,0.01125,0.015618,0.0019864,0.0019864,0.9399940489965948,-3.9128302424187993
142,8.5901,7.863e-05,8.6336e-05,0.016602,0.0021042,0.0021042,4,-2.5956,-0.074389,0.15783,0.012859,0.0085459,0.0085459,0.025595,0.016986,0.016986,-0.002583,0.011719,0.011719,0.016602,0.0021042,0.0021042,0.9466613768858619,-3.7546597259269996
143,8.6506,7.6506e-05,8.4556e-05,0.017985,0.0024644,0.0024644,4,-1.9749,-0.073554,0.16357,0.013153,0.0082652,0.0082652,0.027283,0.017479,0.017479,-0.0019034,0.012034,0.012034,0.017985,0.0024644,0.0024644,0.9533287047751293,-3.4621128788473996
144,8.7111,7.4124e-05,8.2486e-05,0.017703,0.0021039,0.0021039,4,-1.8317,-0.085629,0.15624,0.011959,0.007565,0.007565,0.026862,0.015623,0.015623,-0.0014417,0.011094,0.011094,0.017703,0.0021039,0.0021039,0.9599960326643965,-3.5880968158795996
145,8.7716,7.1577e-05,8.0308e-05,0.02115,0.0027426,0.0027426,4,-0.55677,-0.062805,0.17599,0.013633,0.0081591,0.0081591,0.031418,0.018057,0.018057,-0.00074176,0.013043,0.013043,0.02115,0.0027426,0.0027426,0.9666633605536638,-2.8434966729832993
146,8.8321,6.9057e-05,7.8072e-05,0.021088,0.0025495,0.0025495,4,-0.32508,-0.075471,0.17314,0.012884,0.0076062,0.0076062,0.031031,0.016875,0.016875,2.9998e-05,0.012407,0.012407,0.021088,0.0025495,0.0025495,0.973330688442931,-2.823555634075299
147,8.8926,6.6335e-05,7.5639e-05,0.021848,0.0025948,0.0025948,4,0.16506,-0.077312,0.17493,0.012631,0.007262,0.007262,0.031754,0.016566,0.016566,0.00082093,0.012376,0.012376,0.021848,0.0025948,0.0025948,0.9799980163321983,-2.6363165579214995
148,8.9531,6.3529e-05,7.3116e-05,0.022719,0.0023636,0.0023636,4,0.69679,-0.074157,0.17646,0.01233,0.007108,0.007108,0.032792,0.015918,0.015918,0.0014162,0.012457,0.012457,0.022719,0.0023636,0.0023636,0.9866653442214655,-2.4552767138040985
149,9.0136,6.0677e-05,7.0534e-05,0.023354,0.0024033,0.0024033,4,1.1618,-0.074289,0.17782,0.01193,0.0067105,0.0067105,0.033398,0.015563,0.015563,0.0019945,0.012419,0.012419,0.023354,0.0024033,0.0024033,0.9933326721107328,-2.2993005443733
150,9.0741,5.7868e-05,6.795e-05,0.024136,0.0023505,0.0023505,4,1.6667,-0.073827,0.18016,0.011659,0.0064509,0.0064509,0.034203,0.015195,0.015195,0.0026123,0.012501,0.012501,0.024136,0.0023505,0.0023505,1.0,-2.1090312442571997
